Group,Optimizer,Loop,JoinOrder,Reward,Duration
31c.sql,RL Optimizer,43,1-5-8-4-10-0-9-7-3-6-2-,-13301.8,2213.62
7a.sql,RL Optimizer,23,2-6-5-0-1-7-4-3-,-2831.35,352.807
4a.sql,RL Optimizer,12,1-3-2-4-0-,-659.793,131.362
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-15651,2606.39
18c.sql,RL Optimizer,20,5-0-3-1-6-4-2-,-10410.7,2092.37
20b.sql,RL Optimizer,74,3-4-7-9-5-0-2-1-8-6-,-3879.85,555.064
9a.sql,RL Optimizer,35,5-2-1-6-4-7-3-0-,-5065.74,842.318
22c.sql,RL Optimizer,48,4-9-10-7-2-5-8-3-6-0-1-,-9520.13,1364.7
22d.sql,RL Optimizer,47,4-9-10-7-2-8-3-5-6-0-1-,-8199.6,1367.34
2b.sql,RL Optimizer,13,1-3-4-2-0-,-1753.04,292.525
8d.sql,RL Optimizer,21,5-1-6-4-3-2-0-,-4722.34,788.307
32b.sql,RL Optimizer,15,5-3-2-0-4-1-,-1312.53,261.528
12b.sql,RL Optimizer,35,2-5-7-6-3-4-0-1-,-3450.24,269.162
17b.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-3236.35,646.633
1d.sql,RL Optimizer,9,1-3-4-2-0-,-442.927,88.062
13a.sql,RL Optimizer,27,0-5-1-6-3-7-2-8-4-,-4683.06,781.999
25c.sql,RL Optimizer,31,3-6-0-8-7-4-1-5-2-,-12941.1,2145.58
6b.sql,RL Optimizer,11,4-2-1-0-3-,-1709.86,287.02
2a.sql,RL Optimizer,13,1-3-4-2-0-,-1546.91,257.649
13d.sql,RL Optimizer,32,2-7-5-1-0-6-3-8-4-,-7571.74,1266.89
14b.sql,RL Optimizer,29,2-6-7-3-4-0-5-1-,-7054.02,1174.08
29b.sql,RL Optimizer,99,9-12-16-11-5-14-15-7-8-4-0-13-10-6-1-2-3-,-954.37,954.37
33a.sql,RL Optimizer,99,4-12-11-6-13-8-7-1-0-5-10-3-9-2-,-324.413,324.413
23c.sql,RL Optimizer,99,8-9-4-10-6-5-7-3-2-0-1-,-2545.98,634.087
27c.sql,RL Optimizer,99,5-9-10-11-6-8-7-4-0-1-2-3-,-1027.54,1027.54
28a.sql,RL Optimizer,99,7-12-0-13-1-11-10-5-9-8-3-4-6-2-,-1358.22,1358.22
15c.sql,RL Optimizer,99,6-7-8-4-3-5-1-0-2-,-622.116,622.116
33c.sql,RL Optimizer,99,6-11-12-13-10-3-9-8-7-1-0-2-5-4-,-319.779,319.779
28c.sql,RL Optimizer,99,7-12-13-0-11-6-2-8-1-10-5-9-3-4-,-1340.1,1340.1
19b.sql,RL Optimizer,99,7-2-1-9-0-8-5-3-6-4-,-1034.19,1034.19
24a.sql,RL Optimizer,99,5-8-2-9-10-1-11-0-6-3-7-4-,-1281.23,1281.23
23a.sql,RL Optimizer,99,10-6-8-9-5-7-4-2-0-1-3-,-1711.81,570.111
29c.sql,RL Optimizer,99,9-12-5-1-16-3-2-0-4-13-14-8-15-11-7-10-6-,-1434.89,1434.89
26c.sql,RL Optimizer,99,6-9-0-4-3-11-7-10-8-1-5-2-,-999.256,999.256
30b.sql,RL Optimizer,99,6-9-11-8-3-10-7-0-2-1-4-5-,-1387.7,1387.7
33b.sql,RL Optimizer,99,4-12-11-13-5-10-8-6-1-3-9-2-7-0-,-289.875,289.875
28b.sql,RL Optimizer,99,7-12-13-0-1-10-9-5-2-3-4-8-11-6-,-749.38,749.38
9c.sql,RL Optimizer,99,5-2-7-1-4-3-0-6-,-940.586,940.586
27b.sql,RL Optimizer,99,5-9-11-8-0-1-7-3-4-10-2-6-,-625.106,625.106
29a.sql,RL Optimizer,99,9-12-16-10-11-5-14-13-4-7-6-0-8-15-1-2-3-,-1120.03,1120.03
24b.sql,RL Optimizer,99,5-8-11-7-2-1-4-6-9-10-3-0-,-1220.2,1220.2
29b.sql,RL Optimizer,99,9-12-16-11-5-13-14-7-15-0-8-4-10-6-1-2-3-,-962.107,962.107
33a.sql,RL Optimizer,99,4-12-11-6-13-5-7-10-3-0-8-1-9-2-,-313.274,313.274
28a.sql,RL Optimizer,99,7-12-0-13-1-11-10-9-6-3-4-5-8-2-,-1362.96,1362.96
33c.sql,RL Optimizer,99,6-11-12-13-10-4-7-0-3-5-9-2-8-1-,-324.947,324.947
28c.sql,RL Optimizer,99,7-12-13-0-2-11-6-8-1-10-5-9-3-4-,-1330.94,1330.94
19b.sql,RL Optimizer,99,7-2-6-4-0-1-5-3-8-9-,-1036.6,1036.6
24a.sql,RL Optimizer,99,5-8-2-9-1-0-10-7-11-4-6-3-,-2533.76,1268.62
23a.sql,RL Optimizer,99,8-9-4-10-0-1-6-5-7-3-2-,-1838.73,615.675
29c.sql,RL Optimizer,99,9-12-5-16-1-3-15-13-2-0-4-14-8-11-7-10-6-,-1434.03,1434.03
27a.sql,RL Optimizer,99,5-9-11-8-10-0-1-2-6-7-3-4-,-7538.07,686.532
33b.sql,RL Optimizer,99,4-12-11-13-10-6-8-9-2-1-3-5-7-0-,-291.987,291.987
28b.sql,RL Optimizer,99,7-12-13-11-0-1-6-10-5-2-8-9-3-4-,-750.165,750.165
27b.sql,RL Optimizer,99,5-9-10-6-8-11-0-1-7-3-4-2-,-630.579,630.579
29a.sql,RL Optimizer,99,9-12-16-11-5-14-4-8-13-10-6-0-15-7-1-2-3-,-1121.98,1121.98
30c.sql,RL Optimizer,75,6-9-3-11-0-1-8-5-2-10-7-4-,-12821.1,2143.78
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6618.03,1313.86
22b.sql,RL Optimizer,57,4-9-10-6-8-1-7-0-3-2-5-,-5333.91,885.508
6d.sql,RL Optimizer,13,3-0-2-4-1-,-2503.56,419.096
17d.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2678.69,536.838
13b.sql,RL Optimizer,47,4-8-5-1-6-3-0-7-2-,-2064.86,228.423
17e.sql,RL Optimizer,21,2-4-0-3-1-6-5-,-13466.4,1927.63
5a.sql,RL Optimizer,11,0-2-3-4-1-,-602.172,121.317
15d.sql,RL Optimizer,60,6-7-3-8-4-0-5-2-1-,-5568.15,461.704
16a.sql,RL Optimizer,25,7-5-3-1-0-6-4-2-,-3090.7,533.345
11c.sql,RL Optimizer,28,2-5-6-7-3-4-0-1-,-1665.72,276.746
10a.sql,RL Optimizer,23,2-4-3-6-1-0-5-,-5022.88,841.843
11a.sql,RL Optimizer,36,3-6-4-0-7-1-5-2-,-1812.36,140.546
5c.sql,RL Optimizer,12,0-2-3-1-4-,-7502.57,1253.17
8a.sql,RL Optimizer,27,4-0-1-3-2-5-6-,-3342.75,554.397
12a.sql,RL Optimizer,32,3-6-4-1-5-0-2-7-,-6038.03,548.404
14c.sql,RL Optimizer,29,2-6-7-5-1-3-4-0-,-9906.04,1234.01
19a.sql,RL Optimizer,95,7-0-2-1-9-6-4-5-3-8-,-9505.94,1190.38
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3907.17,779.552
4b.sql,RL Optimizer,10,0-2-4-3-1-,-402.135,78.4
3a.sql,RL Optimizer,8,0-2-3-1-,-4517.09,903.907
1b.sql,RL Optimizer,9,1-3-4-2-0-,-449.848,88.644
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4434.72,888.271
15b.sql,RL Optimizer,67,1-5-7-8-4-0-6-3-2-,-3153.94,457.542
23c.sql,RL Optimizer,89,4-8-9-10-6-5-7-3-0-1-2-,-4237.78,608.855
26b.sql,RL Optimizer,59,6-9-8-0-5-1-4-10-3-2-11-7-,-7529.52,629.242
19c.sql,RL Optimizer,80,7-2-9-6-1-4-5-3-8-0-,-7394.42,1230.16
17f.sql,RL Optimizer,16,2-4-0-5-3-6-1-,-5045.82,1005.02
27c.sql,RL Optimizer,70,5-9-10-11-8-6-7-3-0-2-1-4-,-9293.26,1031.29
6c.sql,RL Optimizer,16,1-2-0-3-4-,-1751.14,251.829
32a.sql,RL Optimizer,16,5-3-2-0-1-4-,-1559.7,261.678
11d.sql,RL Optimizer,29,2-5-6-7-4-0-1-3-,-2651.27,295.566
19d.sql,RL Optimizer,58,7-2-9-6-4-5-3-1-8-0-,-23049,2308.59
4c.sql,RL Optimizer,11,1-3-2-0-4-,-1051.23,174.403
26a.sql,RL Optimizer,70,6-9-0-1-4-3-10-2-8-5-11-7-,-8815.01,982.383
10c.sql,RL Optimizer,48,0-1-4-3-5-6-2-,-6518.24,935.144
5b.sql,RL Optimizer,12,0-2-3-4-1-,-504.452,107.214
9b.sql,RL Optimizer,26,5-0-2-1-6-7-4-3-,-4149.6,697.632
10b.sql,RL Optimizer,17,2-4-3-1-5-0-6-,-4822.1,800.118
6a.sql,RL Optimizer,10,1-2-0-4-3-,-1420.6,283.516
30a.sql,RL Optimizer,87,6-9-0-11-7-3-10-1-4-2-8-5-,-8680.68,1445.42
23b.sql,RL Optimizer,51,5-9-8-10-6-4-7-3-0-1-2-,-3104.79,516.69
31a.sql,RL Optimizer,41,1-5-8-4-10-0-7-9-3-6-2-,-8874.2,1471.15
8b.sql,RL Optimizer,29,4-0-1-5-3-2-6-,-2782.09,464.001
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1398.8,278.679
15a.sql,RL Optimizer,33,3-6-7-8-0-4-5-2-1-,-3492.14,580.824
15c.sql,RL Optimizer,81,6-7-8-4-5-2-3-1-0-,-3742.03,626.86
2c.sql,RL Optimizer,10,0-2-4-3-1-,-999.439,202.365
21a.sql,RL Optimizer,63,2-6-5-8-4-0-1-7-3-,-6814.9,973.964
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5301.19,877.462
13c.sql,RL Optimizer,45,8-5-4-1-0-6-7-3-2-,-1073.29,179.091
31b.sql,RL Optimizer,50,4-8-10-7-6-2-3-0-9-5-1-,-11577.6,1442.86
20c.sql,RL Optimizer,46,5-7-0-1-4-3-8-2-9-6-,-9612.72,957.101
7b.sql,RL Optimizer,72,6-1-7-4-2-3-0-5-,-1440.11,287.363
21c.sql,RL Optimizer,45,2-6-7-8-5-3-4-0-1-,-13258,1019.86
7c.sql,RL Optimizer,37,5-1-4-3-7-0-6-2-,-6258.81,1044.44
25b.sql,RL Optimizer,29,3-6-8-4-1-0-7-5-2-,-7029.06,1169.07
9d.sql,RL Optimizer,28,5-2-7-4-3-1-6-0-,-6730.97,1124.93
14a.sql,RL Optimizer,24,2-6-7-5-4-0-1-3-,-9627.53,1202.9
25a.sql,RL Optimizer,34,3-6-0-7-8-4-5-2-1-,-9025.71,1286.08
12c.sql,RL Optimizer,27,3-6-5-7-2-4-0-1-,-6429.62,804.547
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3758.61,751.792
20a.sql,RL Optimizer,60,3-4-9-7-6-5-0-1-8-2-,-3710.92,742.681
6e.sql,RL Optimizer,24,1-2-0-3-4-,-4405.59,335.417
3c.sql,RL Optimizer,9,0-2-1-3-,-7211.2,1202.96
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-19728.5,3282.71
11b.sql,RL Optimizer,44,3-6-4-0-1-5-2-7-,-797.617,87.74
21b.sql,RL Optimizer,34,2-6-7-8-5-4-0-1-3-,-4440.74,557.233
1a.sql,RL Optimizer,9,1-3-4-2-0-,-662.793,131.865
22a.sql,RL Optimizer,43,4-9-10-8-3-7-6-2-5-1-0-,-4571.74,917.398
26c.sql,RL Optimizer,95,6-9-0-4-3-11-2-7-10-1-8-5-,-16013.7,1001.74
17c.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2417.94,479.259
30b.sql,RL Optimizer,68,6-9-11-3-10-8-7-4-0-5-1-2-,-8339.08,1391.32
3b.sql,RL Optimizer,8,0-2-3-1-,-2524.77,505.332
18b.sql,RL Optimizer,19,2-4-6-3-0-1-5-,-10077.1,1259.51
1c.sql,RL Optimizer,9,1-3-4-2-0-,-444.672,89.707
31c.sql,RL Optimizer,54,1-5-8-4-10-6-7-3-0-2-9-,-11171.8,2233.52
7a.sql,RL Optimizer,38,2-6-5-0-1-7-4-3-,-6048.43,354.839
4a.sql,RL Optimizer,9,1-3-4-2-0-,-659.525,131.746
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-15663.6,2611.53
18c.sql,RL Optimizer,23,5-0-3-6-1-4-2-,-14621.1,2090
20b.sql,RL Optimizer,49,3-4-7-9-6-8-5-0-1-2-,-3346.63,558.994
9a.sql,RL Optimizer,32,5-0-2-1-4-3-7-6-,-7635.06,845.007
22c.sql,RL Optimizer,87,4-9-10-7-2-5-8-3-6-1-0-,-6791.4,1357.27
22d.sql,RL Optimizer,51,4-9-10-7-8-3-2-5-6-1-0-,-8213.32,1370.32
2b.sql,RL Optimizer,13,1-3-4-2-0-,-1749.96,293.147
8d.sql,RL Optimizer,19,5-1-6-4-3-2-0-,-4726.14,787.938
32b.sql,RL Optimizer,19,5-3-2-0-1-4-,-1854.63,263.16
9c.sql,RL Optimizer,45,5-0-2-1-6-4-3-7-,-12125,945.896
12b.sql,RL Optimizer,30,2-5-7-6-3-4-0-1-,-2920.29,264.968
17b.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-3249.2,645.652
1d.sql,RL Optimizer,9,1-3-4-2-0-,-444.384,88.642
13a.sql,RL Optimizer,28,0-5-1-6-3-7-2-8-4-,-4694.75,780.453
25c.sql,RL Optimizer,30,3-6-0-8-7-4-5-2-1-,-12894.2,2151.39
6b.sql,RL Optimizer,11,4-2-1-0-3-,-1712.35,285.78
2a.sql,RL Optimizer,11,1-3-4-2-0-,-1278.41,258.571
13d.sql,RL Optimizer,32,2-7-5-1-0-6-3-8-4-,-7590.73,1274.37
14b.sql,RL Optimizer,27,2-6-7-4-3-0-5-1-,-9398.08,1176.74
24b.sql,RL Optimizer,99,5-8-11-7-2-10-9-1-4-0-6-3-,-1217.98,1217.98
29b.sql,RL Optimizer,99,9-12-16-11-5-14-7-0-10-6-8-4-13-15-1-2-3-,-956.646,956.646
33a.sql,RL Optimizer,99,4-12-11-6-13-9-10-2-3-5-8-1-7-0-,-310.42,310.42
23c.sql,RL Optimizer,99,8-9-10-7-0-3-1-2-5-6-4-,-611.758,611.758
28a.sql,RL Optimizer,99,7-12-0-13-1-11-6-2-9-3-4-8-10-5-,-1384.22,1384.22
9b.sql,RL Optimizer,99,5-2-1-4-0-3-6-7-,-3490.75,699.404
33c.sql,RL Optimizer,99,6-11-12-13-10-3-5-4-9-2-8-7-1-0-,-317.935,317.935
28c.sql,RL Optimizer,99,7-12-13-0-11-6-10-8-5-1-2-9-3-4-,-1333.89,1333.89
19b.sql,RL Optimizer,99,7-2-1-6-9-0-4-5-3-8-,-1040.51,1040.51
23a.sql,RL Optimizer,99,4-8-9-10-0-6-1-5-7-2-3-,-615.884,615.884
29c.sql,RL Optimizer,99,9-12-5-16-1-13-14-11-7-8-3-0-4-2-15-10-6-,-1433.2,1433.2
27a.sql,RL Optimizer,99,5-9-11-10-8-6-7-3-4-0-2-1-,-683.681,683.681
33b.sql,RL Optimizer,99,4-12-11-13-5-10-6-8-1-3-9-2-7-0-,-298.941,298.941
28b.sql,RL Optimizer,99,7-12-10-13-8-5-11-0-1-2-9-6-3-4-,-1492.22,748.79
24b.sql,RL Optimizer,99,5-8-11-7-2-4-1-9-0-10-6-3-,-1221.14,1221.14
29b.sql,RL Optimizer,99,9-12-16-11-5-14-10-0-8-6-4-13-15-7-1-2-3-,-984.345,984.345
33a.sql,RL Optimizer,99,4-12-11-9-10-3-2-8-1-6-13-5-7-0-,-330.357,330.357
23c.sql,RL Optimizer,99,6-10-8-9-7-0-2-3-1-5-4-,-584.756,584.756
28a.sql,RL Optimizer,99,7-12-0-13-1-10-11-6-5-8-2-9-4-3-,-1362.54,1362.54
23b.sql,RL Optimizer,99,5-9-8-10-7-0-3-6-2-1-4-,-518.246,518.246
33c.sql,RL Optimizer,99,6-11-12-13-10-3-5-4-7-9-2-0-8-1-,-319.154,319.154
28c.sql,RL Optimizer,99,7-12-13-0-11-6-10-1-8-2-5-9-3-4-,-1338.44,1338.44
19b.sql,RL Optimizer,99,7-2-1-6-5-3-4-8-9-0-,-1036.83,1036.83
29c.sql,RL Optimizer,99,9-12-5-15-16-1-3-14-2-8-4-0-13-11-7-10-6-,-1426.27,1426.27
26c.sql,RL Optimizer,99,6-9-0-4-3-11-1-2-7-10-8-5-,-10014.6,1003.36
27a.sql,RL Optimizer,99,5-9-11-8-10-7-3-4-6-0-2-1-,-1368.95,685.78
33b.sql,RL Optimizer,99,4-12-11-13-6-10-5-3-8-1-9-2-7-0-,-291.04,291.04
28b.sql,RL Optimizer,99,7-12-10-13-5-8-11-0-2-9-3-4-1-6-,-745.909,745.909
27b.sql,RL Optimizer,99,5-9-11-8-7-4-3-10-6-0-1-2-,-634.521,634.521
29a.sql,RL Optimizer,99,9-12-16-11-10-5-14-4-7-8-0-13-15-6-1-2-3-,-1125.85,1125.85
30c.sql,RL Optimizer,73,6-9-3-11-0-10-2-8-7-1-4-5-,-21368,2129.21
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6615.3,1326.64
22b.sql,RL Optimizer,57,4-9-10-6-0-5-7-2-8-3-1-,-5358.21,888.844
6d.sql,RL Optimizer,10,3-0-2-4-1-,-2108.47,419.304
17d.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2712.42,540.982
13b.sql,RL Optimizer,52,4-8-5-1-6-3-0-7-2-,-2600.29,234.97
17e.sql,RL Optimizer,18,2-4-0-3-1-6-5-,-9626.04,1921.54
5a.sql,RL Optimizer,11,0-2-3-4-1-,-605.141,120.002
15d.sql,RL Optimizer,34,3-6-7-8-0-4-5-1-2-,-3641.02,457.716
16a.sql,RL Optimizer,25,7-5-3-1-0-6-4-2-,-3159.72,513.815
11c.sql,RL Optimizer,28,2-5-6-7-3-4-0-1-,-1668.04,278.544
10a.sql,RL Optimizer,28,2-4-1-5-3-0-6-,-5830.96,831.682
11a.sql,RL Optimizer,24,3-6-4-0-1-7-5-2-,-697.783,140.564
5c.sql,RL Optimizer,12,0-2-3-1-4-,-7499.92,1245.96
8a.sql,RL Optimizer,48,4-1-3-5-2-6-0-,-5571.08,560.935
12a.sql,RL Optimizer,32,3-6-4-1-5-2-0-7-,-6026.78,543.5
14c.sql,RL Optimizer,26,2-6-7-5-1-3-4-0-,-9900.32,1235.51
19a.sql,RL Optimizer,66,7-0-2-1-5-3-8-9-6-4-,-5945.36,1191.96
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3900.22,781.95
4b.sql,RL Optimizer,11,0-2-4-3-1-,-401.858,78.714
3a.sql,RL Optimizer,9,0-2-1-3-,-5451.83,904.504
1b.sql,RL Optimizer,9,1-3-4-2-0-,-450.462,88.702
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4421.32,890.213
15b.sql,RL Optimizer,52,1-5-7-8-4-0-2-6-3-,-3151.91,447.797
26b.sql,RL Optimizer,58,6-9-8-0-5-1-4-3-10-11-2-7-,-4988.56,624.701
19c.sql,RL Optimizer,80,7-2-9-6-4-1-5-3-8-0-,-7397.65,1234.47
17f.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-6054,1008.21
27c.sql,RL Optimizer,66,5-9-10-11-8-6-0-1-2-7-3-4-,-7303.99,1048.58
6c.sql,RL Optimizer,11,1-2-0-3-4-,-1510.75,248.176
32a.sql,RL Optimizer,20,5-3-2-0-1-4-,-1851.39,259.716
11d.sql,RL Optimizer,24,2-5-6-7-3-4-0-1-,-2417.07,296.676
19d.sql,RL Optimizer,56,7-2-9-6-4-5-3-1-8-0-,-13776.6,2302.42
4c.sql,RL Optimizer,15,1-3-2-0-4-,-1417.99,176.939
26a.sql,RL Optimizer,76,6-9-0-1-4-3-8-10-5-2-11-7-,-7923.86,979.651
10c.sql,RL Optimizer,35,0-1-5-4-3-6-2-,-9288.51,928.844
5b.sql,RL Optimizer,9,0-2-4-3-1-,-493.601,97.047
10b.sql,RL Optimizer,26,2-4-3-6-1-5-0-,-6443.64,805.359
6a.sql,RL Optimizer,10,1-2-0-4-3-,-1421.73,285.028
30a.sql,RL Optimizer,85,6-9-3-11-10-0-8-1-2-7-4-5-,-21818.8,1458.82
23b.sql,RL Optimizer,76,5-9-8-10-6-4-7-2-3-0-1-,-4742.12,528.029
31a.sql,RL Optimizer,43,1-5-8-4-10-0-9-7-3-6-2-,-8812.72,1474.32
8b.sql,RL Optimizer,43,6-3-2-1-4-5-0-,-2797.38,463.052
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1396.68,277.849
15a.sql,RL Optimizer,82,3-6-7-8-5-1-0-2-4-,-3477.57,577.061
15c.sql,RL Optimizer,55,3-6-7-8-4-0-5-2-1-,-3725.24,619.888
2c.sql,RL Optimizer,11,0-2-3-4-1-,-956.371,192.682
21a.sql,RL Optimizer,47,2-6-8-5-4-0-1-7-3-,-7792.57,970.436
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5299.03,880.501
13c.sql,RL Optimizer,49,4-8-5-6-3-1-0-7-2-,-1070.2,178.011
31b.sql,RL Optimizer,65,4-8-10-6-7-0-3-2-9-5-1-,-11558.7,1448.81
20c.sql,RL Optimizer,36,5-7-0-1-4-3-9-8-2-6-,-4832.44,969.452
7b.sql,RL Optimizer,44,6-2-1-7-4-3-5-0-,-2558.44,284.692
21c.sql,RL Optimizer,29,2-6-7-8-3-5-4-0-1-,-6231.14,1037.38
7c.sql,RL Optimizer,39,5-1-4-3-7-0-6-2-,-7306.38,1044.82
25b.sql,RL Optimizer,31,3-6-8-0-7-5-4-1-2-,-9335.59,1164.42
9d.sql,RL Optimizer,30,5-2-7-4-3-1-6-0-,-6726.38,1123.04
14a.sql,RL Optimizer,31,2-6-7-5-1-3-4-0-,-10798.1,1200.14
25a.sql,RL Optimizer,35,3-6-0-7-8-4-5-2-1-,-7743.54,1289
12c.sql,RL Optimizer,45,6-5-3-7-4-0-1-2-,-5610.33,801.602
16d.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-3972.34,810.642
20a.sql,RL Optimizer,56,3-4-9-7-0-1-6-2-8-5-,-6143.55,763.499
6e.sql,RL Optimizer,10,1-2-0-4-3-,-1771.79,349.849
3c.sql,RL Optimizer,9,0-2-1-3-,-7386.32,1227.9
8c.sql,RL Optimizer,18,5-1-6-4-3-2-0-,-21029.8,3445.52
11b.sql,RL Optimizer,37,3-6-4-0-5-2-1-7-,-734.238,92.663
21b.sql,RL Optimizer,39,2-6-5-8-7-3-4-0-1-,-4587.54,558.092
24a.sql,RL Optimizer,84,5-8-2-9-1-11-0-10-7-4-6-3-,-12676.2,1267.59
1a.sql,RL Optimizer,9,1-3-4-2-0-,-662.991,129.885
22a.sql,RL Optimizer,39,4-9-10-5-8-3-7-2-6-0-1-,-5527.57,919.206
26c.sql,RL Optimizer,73,6-9-0-4-3-11-7-10-1-2-8-5-,-6048.69,1010.84
17c.sql,RL Optimizer,16,5-0-4-2-6-3-1-,-2468.87,487.218
30b.sql,RL Optimizer,44,6-9-11-8-5-3-10-7-4-0-1-2-,-8323.05,1390.31
3b.sql,RL Optimizer,8,0-2-3-1-,-2534.82,508.028
18b.sql,RL Optimizer,19,2-4-6-3-0-1-5-,-7535.69,1256.24
1c.sql,RL Optimizer,9,1-3-4-2-0-,-448.757,88.187
31c.sql,RL Optimizer,44,1-5-8-4-10-0-9-7-6-3-2-,-19977,2219.22
7a.sql,RL Optimizer,45,2-6-5-0-1-4-3-7-,-4626.64,354.642
4a.sql,RL Optimizer,28,1-3-2-0-4-,-1578.96,131.835
16b.sql,RL Optimizer,24,3-5-1-6-4-2-0-7-,-16658.2,2941.39
30c.sql,RL Optimizer,64,6-9-3-11-10-0-2-8-5-1-7-4-,-21516.8,2145.89
6f.sql,RL Optimizer,10,1-2-0-4-3-,-6605.33,1320.19
22b.sql,RL Optimizer,90,4-9-10-6-8-3-7-5-2-0-1-,-5342.16,897.145
6d.sql,RL Optimizer,16,3-0-2-1-4-,-2964.07,423.594
17d.sql,RL Optimizer,23,5-0-4-2-3-1-6-,-5078.15,562.601
13b.sql,RL Optimizer,25,4-8-5-0-1-6-3-7-2-,-1349.07,225.144
17e.sql,RL Optimizer,19,2-4-0-3-1-5-6-,-11462.4,1916.79
5a.sql,RL Optimizer,12,0-2-3-1-4-,-719.817,118.588
15d.sql,RL Optimizer,35,3-6-7-8-0-5-2-1-4-,-2587.36,430.99
16a.sql,RL Optimizer,28,7-5-3-1-0-4-2-6-,-3000.28,493.654
11c.sql,RL Optimizer,32,2-5-6-7-3-4-0-1-,-2318.26,256.098
10a.sql,RL Optimizer,23,2-4-3-1-0-5-6-,-5727.38,813.53
11a.sql,RL Optimizer,34,3-6-4-0-1-5-2-7-,-850.643,141.417
5c.sql,RL Optimizer,12,0-2-3-1-4-,-7482.79,1262.62
8a.sql,RL Optimizer,39,4-1-3-0-2-5-6-,-3350.25,558.345
12a.sql,RL Optimizer,43,3-6-4-1-5-2-7-0-,-6027.89,552.317
14c.sql,RL Optimizer,26,2-6-7-5-1-3-4-0-,-11143.3,1236.45
19a.sql,RL Optimizer,91,7-2-5-3-8-9-6-0-4-1-,-7093.59,1188.74
16c.sql,RL Optimizer,16,3-5-7-4-2-1-6-0-,-4012.33,802.175
4b.sql,RL Optimizer,11,0-2-4-3-1-,-401.108,79.256
3a.sql,RL Optimizer,8,0-2-3-1-,-4513.88,903.812
1b.sql,RL Optimizer,9,1-3-4-2-0-,-451.478,89.794
18a.sql,RL Optimizer,15,1-3-0-5-6-4-2-,-4408.88,884.491
15b.sql,RL Optimizer,48,1-5-7-8-4-0-6-3-2-,-4045,449.137
26b.sql,RL Optimizer,80,6-9-8-0-5-1-4-3-10-11-7-2-,-3885.07,648.291
19c.sql,RL Optimizer,48,7-0-2-9-6-1-5-3-4-8-,-7477.44,1249.65
17f.sql,RL Optimizer,27,2-4-0-5-3-1-6-,-11095.1,1006.91
27c.sql,RL Optimizer,85,5-9-10-11-8-6-0-1-2-7-4-3-,-7209.37,1032.09
6c.sql,RL Optimizer,16,1-2-0-3-4-,-1745.55,250.338
32a.sql,RL Optimizer,17,5-3-2-0-1-4-,-1563.11,261.999
11d.sql,RL Optimizer,18,2-5-6-7-3-4-1-0-,-1467.69,293.723
19d.sql,RL Optimizer,53,7-2-9-6-4-5-3-8-1-0-,-13800.9,2306.93
4c.sql,RL Optimizer,15,1-3-2-0-4-,-1058.56,175.165
26a.sql,RL Optimizer,97,6-9-0-1-4-3-8-5-10-11-2-7-,-9935.43,986.602
10c.sql,RL Optimizer,74,0-1-4-5-3-2-6-,-7490.79,938.754
5b.sql,RL Optimizer,10,0-2-4-3-1-,-492.463,98.666
9b.sql,RL Optimizer,30,5-0-2-1-6-4-3-7-,-6944.29,694.826
10b.sql,RL Optimizer,52,2-4-1-0-3-5-6-,-4836.64,807.025
6a.sql,RL Optimizer,11,1-2-0-3-4-,-1723.21,286.846
30a.sql,RL Optimizer,62,6-9-0-11-2-3-10-8-1-5-7-4-,-8616.66,1437.59
31a.sql,RL Optimizer,41,1-5-10-8-4-0-7-9-3-6-2-,-8991.08,1502.41
8b.sql,RL Optimizer,29,4-0-1-6-5-3-2-,-5555.13,463.309
2d.sql,RL Optimizer,9,1-3-4-2-0-,-1309.86,260.161
15a.sql,RL Optimizer,54,3-6-7-8-5-2-1-4-0-,-3268.43,546.983
15c.sql,RL Optimizer,68,3-6-7-4-8-5-0-1-2-,-8433.87,612.218
2c.sql,RL Optimizer,11,0-2-3-4-1-,-957.462,191.634
21a.sql,RL Optimizer,60,2-6-7-8-5-3-4-0-1-,-7723.01,965.696
17a.sql,RL Optimizer,17,2-4-0-5-3-1-6-,-5270.37,881.664
