Group,Optimizer,Loop,JoinOrder,Reward,Duration
3a.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1068.91
1b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,387.369
18a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,5309.71
15b.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,543.094
23c.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,631.99
26b.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,749.078
19c.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1534.24
17f.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1910.09
27c.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,954.626
6c.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,259.319
28a.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1365.94
32a.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,362.44
11d.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,247.697
19d.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,4287
4c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,526.965
26a.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,865.839
10c.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,1328.02
5b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,650.654
9b.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,736.075
10b.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,837.373
6a.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,318.376
30a.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1646.59
23b.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,455.816
31a.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1660.98
8b.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,472.878
2d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1105.9
15a.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,562.057
15c.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1285.18
33c.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,1266.75
2c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1117.39
21a.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,968.071
17a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1454.85
13c.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1090.74
31b.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1672.18
20c.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1332.84
7b.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,376.229
21c.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,978.832
7c.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,1681.54
25b.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,1209.48
9d.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1251.33
28c.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1415.3
14a.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1312.94
25a.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,2976.7
12c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,870.464
16d.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4462.09
20a.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1016.45
6e.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,416.071
3c.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1771.03
8c.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,4627.07
11b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,115.315
21b.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,536.768
19b.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1101.13
24a.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1561.88
1a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,318.754
23a.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,540.341
29c.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1507.36
22a.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,914.495
26c.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,969.239
27a.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,645.072
17c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1196.13
30b.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1623.48
3b.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,534.59
18b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1306.27
33b.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,430.433
1c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,147.26
31c.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,2454.08
28b.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,778.268
7a.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,598.426
4a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,309.311
16b.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,6191.44
18c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,2221.83
20b.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,472.007
9a.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,944.434
22c.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1450.86
22d.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1578.84
2b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1096.04
8d.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,3373.46
32b.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,365.634
9c.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1163.28
12b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,228.09
17b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1273.48
1d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,457.496
27b.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,632.216
13a.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1815.64
25c.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,4802.24
6b.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,289.15
2a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1142.42
13d.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1375.42
29a.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1285.17
14b.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1182.02
30c.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,2325.57
6f.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,2394.5
22b.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,915.501
24b.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1344.35
6d.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,413.077
17d.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1259.48
13b.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1159.95
17e.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,3122.27
5a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,958.557
15d.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1714.75
16a.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4312.88
11c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,164.24
10a.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,945
11a.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,163.403
5c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1386.98
29b.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1097.05
8a.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,586.633
12a.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,616.498
14c.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1574.31
19a.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1453.29
16c.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4278.66
4b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,119.932
33a.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,471.329
3a.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1068.14
1b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,388.076
18a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,5278.02
15b.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,541.417
23c.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,630.501
26b.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,743.76
19c.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1545.72
17f.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1924.44
27c.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,959.327
6c.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,258.223
28a.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1365.3
32a.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,362.006
11d.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,245.99
19d.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,4268.52
4c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,522.593
26a.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,862.374
10c.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,1324.87
5b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,641.529
9b.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,737.41
10b.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,828.381
6a.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,320.736
30a.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1637.43
23b.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,453.705
31a.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1651.45
8b.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,470.418
2d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1104.63
15a.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,556.309
15c.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1276.05
33c.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,1262.69
2c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1103.08
21a.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,974.683
17a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1459.32
13c.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1094.32
31b.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1663.22
20c.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1322.99
7b.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,370.297
21c.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,979.363
7c.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,1677.94
25b.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,1199.37
9d.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1246.57
28c.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1393.97
14a.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1307.88
25a.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,2969.15
12c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,885.584
16d.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4453.85
20a.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1016.64
6e.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,412.676
3c.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1772.22
8c.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,4573.79
11b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,114.888
21b.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,535.939
19b.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1119.03
24a.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1560.23
1a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,322.629
23a.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,553.287
29c.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1510.6
22a.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,927.919
26c.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,990.002
27a.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,647.463
17c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1192.44
30b.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1621.67
3b.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,542.047
18b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1317.72
33b.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,429.771
1c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,146.752
31c.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,2449.8
28b.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,784.325
7a.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,593.406
4a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,313.001
16b.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,6168.73
18c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,2221
20b.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,466.762
9a.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,937.549
22c.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1450.01
22d.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1575.09
2b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1096.67
8d.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,3371.97
32b.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,368.859
9c.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1161.52
12b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,228.906
17b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1269.98
1d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,456.526
27b.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,626.781
13a.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1823.74
25c.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,4809.06
6b.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,287.565
2a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1137.86
13d.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1376.19
29a.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1278.23
14b.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1186.82
30c.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,2329.16
6f.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,2412.72
22b.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,911.768
24b.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1364.33
6d.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,417.219
17d.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1270.71
13b.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1169.88
17e.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,3134.83
5a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,954.77
15d.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1717.92
16a.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4389.31
11c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,163.315
10a.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,951.347
11a.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,163.297
5c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1392.21
29b.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1110.1
8a.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,596.282
12a.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,610.96
14c.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1575.45
19a.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1455.9
16c.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4288.29
4b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,120.747
33a.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,468.058
3a.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1075.9
1b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,389.239
18a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,5293.01
15b.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,544.048
23c.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,636.962
26b.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,758.86
19c.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1532.64
17f.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1954.04
27c.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,952.764
6c.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,262.014
28a.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1366.29
32a.sql,Dynamic Programming,NULL,5--4--3----2---1---0--,NULL,358.909
11d.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,246.616
19d.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,4293.59
4c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,525.513
26a.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,856.766
10c.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,1327.41
5b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,649.845
9b.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,737.719
10b.sql,Dynamic Programming,NULL,6--4---3---2---5--1----0--,NULL,838.799
6a.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,323.523
30a.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1650.19
23b.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,457.239
31a.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1660.65
8b.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,476.165
2d.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1104.46
15a.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,559.532
15c.sql,Dynamic Programming,NULL,6--3---7--4---5--1---2---8--0-----,NULL,1277.25
33c.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,1263.18
2c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1111.78
21a.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,966.568
17a.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1457.12
13c.sql,Dynamic Programming,NULL,6--3---5--0---1---8--7---4---2----,NULL,1094.74
31b.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,1662.9
20c.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1333.42
7b.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,366.244
21c.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,972.766
7c.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,1693.2
25b.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,1201.01
9d.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,1256.19
28c.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,1396.46
14a.sql,Dynamic Programming,NULL,4--0---7--6---5---3---2---1---,NULL,1306.41
25a.sql,Dynamic Programming,NULL,7--0---8--6---5---4---3---2---1---,NULL,2994.43
12c.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,879.347
16d.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,4476.47
20a.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,1016.99
6e.sql,Dynamic Programming,NULL,4--2---1---3--0---,NULL,410.26
3c.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,1770.76
8c.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,4640.38
11b.sql,Dynamic Programming,NULL,5--2---4--0---1---7--6---3----,NULL,115.496
21b.sql,Dynamic Programming,NULL,6--2---4--0---1---8--7---3-----5--,NULL,539.901
19b.sql,Dynamic Programming,NULL,2--1---8---7--0----9--6---5---4---3---,NULL,1119.37
24a.sql,Dynamic Programming,NULL,2--1---10---9--0----11--8---7---6---5---4---3---,NULL,1582.78
1a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,319.12
23a.sql,Dynamic Programming,NULL,8--4---9--5---7--2---3---10--6---1--0------,NULL,542.144
29c.sql,Dynamic Programming,NULL,5--4---15---14--0---8---13----11--7---12--9---10--6---2--1---3---16------,NULL,1503.24
22a.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,930.808
26c.sql,Dynamic Programming,NULL,4--3---10---9--6---11--7---8--5---1--0---2------,NULL,996.784
27a.sql,Dynamic Programming,NULL,9--5---7--3---4---1--0---2---10--6----11-----8--,NULL,646.463
17c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1191.42
30b.sql,Dynamic Programming,NULL,10--3---7--4---9--6---8--5---1--0---2----11-----,NULL,1621.7
3b.sql,Dynamic Programming,NULL,3--2---1---0--,NULL,534.873
18b.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,1317.45
33b.sql,Dynamic Programming,NULL,7--0---12--4---9--2---11--6----10--3-----13--5-----8--1---,NULL,429.5
1c.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,147.961
31c.sql,Dynamic Programming,NULL,9--0---6--2---8--4---5--1---7--3---10------,NULL,2457.06
28b.sql,Dynamic Programming,NULL,10--5---12--7---9--3---4---13--8---11--6---1--0---2-------,NULL,778.16
7a.sql,Dynamic Programming,NULL,7--4---3---1---6--0---2---5---,NULL,601.767
4a.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,313.173
16b.sql,Dynamic Programming,NULL,6--0---1---7--5---4---3---2---,NULL,6183.63
18c.sql,Dynamic Programming,NULL,6--4---3---2---1---5--0---,NULL,2231.91
20b.sql,Dynamic Programming,NULL,8--4---3---7--5---9--6---1--0---2-----,NULL,470.738
9a.sql,Dynamic Programming,NULL,7--4---3---6--2----1---5--0---,NULL,946.772
22c.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1460.04
22d.sql,Dynamic Programming,NULL,7--2---9--4---6--0---1---10--5---8--3------,NULL,1586.12
2b.sql,Dynamic Programming,NULL,4--3---2---1---0--,NULL,1096.32
8d.sql,Dynamic Programming,NULL,6--5--3--2---4--1------0--,NULL,3409.34
