Group,Optimizer,JoinOrder,ExecutionTime,Loop,Table,Edge
14c.sql,Dynamic Programming,4--0---7--6---5---3---2---1---,1570.39,0,8,10
14c.sql,Dynamic Programming,4--0---7--6---5---3---2---1---,1574.31,0,8,10
14c.sql,Dynamic Programming,4--0---7--6---5---3---2---1---,1575.45,0,8,10
14c.sql,Dynamic Programming,4--0---7--6---5---3---2---1---,1581.55,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1232.39,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1238.75,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1236.56,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1241.28,0,8,10
14c.sql,Reinforcement Learning,2-6-4-7-3-0-5-1-,1260.22,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1245,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1237.88,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1235.51,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1236.45,0,8,10
14c.sql,Reinforcement Learning,2-6-7-5-1-3-4-0-,1234.01,0,8,10
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,561.489,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,560.24,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,562.096,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,575.385,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,580.325,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,560.341,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,562.057,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,556.309,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,559.532,0,9,14
15a.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,561.865,0,9,14
15a.sql,Reinforcement Learning,3-6-7-8-0-4-5-1-2-,591.226,0,9,14
15a.sql,Reinforcement Learning,6-7-8-0-4-5-2-1-3-,582.746,0,9,14
15a.sql,Reinforcement Learning,6-7-8-0-4-5-2-3-1-,581.661,0,9,14
15a.sql,Reinforcement Learning,6-7-8-5-3-2-1-0-4-,542.201,0,9,14
15a.sql,Reinforcement Learning,2-5-7-6-0-4-8-3-1-,545.38,0,9,14
15a.sql,Reinforcement Learning,6-7-8-4-3-5-0-2-1-,542.665,0,9,14
15a.sql,Reinforcement Learning,3-6-7-8-0-5-2-1-4-,541.978,0,9,14
15a.sql,Reinforcement Learning,3-6-7-8-5-1-0-2-4-,577.061,0,9,14
15a.sql,Reinforcement Learning,3-6-7-8-5-2-1-4-0-,546.983,0,9,14
15a.sql,Reinforcement Learning,3-6-7-8-0-4-5-2-1-,580.824,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,541.77,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,540.734,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,543.338,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,540.954,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,541.708,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,543.018,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,543.094,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,541.417,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,544.048,0,9,14
15b.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,538.137,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-4-0-2-6-3-,463.879,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-0-4-2-6-3-,449.057,0,9,14
15b.sql,Reinforcement Learning,1-5-7-2-8-0-4-6-3-,450.662,0,9,14
15b.sql,Reinforcement Learning,1-5-7-2-8-6-3-0-4-,449.868,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-0-4-2-6-3-,456.109,0,9,14
15b.sql,Reinforcement Learning,3-6-7-8-4-0-5-2-1-,554.104,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-4-0-2-6-3-,451.496,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-4-0-2-6-3-,447.797,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-4-0-6-3-2-,449.137,0,9,14
15b.sql,Reinforcement Learning,1-5-7-8-4-0-6-3-2-,457.542,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1283.25,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1279.84,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1277.45,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1275.66,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1281.55,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1276.15,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1285.18,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1276.05,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1277.25,0,9,14
15c.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1279,0,9,14
15c.sql,Reinforcement Learning,6-7-8-3-5-2-1-4-0-,623.867,0,9,14
15c.sql,Reinforcement Learning,6-7-8-4-3-5-1-0-2-,622.116,0,9,14
15c.sql,Reinforcement Learning,6-7-8-4-0-3-5-1-2-,621.503,0,9,14
15c.sql,Reinforcement Learning,6-7-8-4-0-5-3-2-1-,601.834,0,9,14
15c.sql,Reinforcement Learning,6-7-4-8-5-2-1-0-3-,623.466,0,9,14
15c.sql,Reinforcement Learning,6-0-7-5-2-1-4-3-8-,618.983,0,9,14
15c.sql,Reinforcement Learning,6-7-8-5-2-1-0-4-3-,615.211,0,9,14
15c.sql,Reinforcement Learning,3-6-7-8-4-0-5-2-1-,619.888,0,9,14
15c.sql,Reinforcement Learning,3-6-7-4-8-5-0-1-2-,612.218,0,9,14
15c.sql,Reinforcement Learning,6-7-8-4-5-2-3-1-0-,626.86,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1720.59,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1720.5,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1719.89,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1721.45,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1722.8,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1721.35,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1717.89,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1714.75,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1717.92,0,9,14
15d.sql,Dynamic Programming,6--3---7--4---5--1---2---8--0-----,1722.43,0,9,14
15d.sql,Reinforcement Learning,3-6-7-8-5-1-0-4-2-,454.634,0,9,14
15d.sql,Reinforcement Learning,6-0-8-7-3-5-2-1-4-,454.826,0,9,14
15d.sql,Reinforcement Learning,3-6-7-8-0-5-1-4-2-,450.698,0,9,14
15d.sql,Reinforcement Learning,6-3-7-8-0-5-2-1-4-,458.164,0,9,14
15d.sql,Reinforcement Learning,3-6-7-4-8-0-5-2-1-,451.074,0,9,14
15d.sql,Reinforcement Learning,3-6-7-8-4-0-5-2-1-,440.579,0,9,14
15d.sql,Reinforcement Learning,3-6-7-8-0-4-5-2-1-,451.154,0,9,14
15d.sql,Reinforcement Learning,3-6-7-8-0-4-5-1-2-,457.716,0,9,14
15d.sql,Reinforcement Learning,3-6-7-8-0-5-2-1-4-,430.99,0,9,14
15d.sql,Reinforcement Learning,6-7-3-8-4-0-5-2-1-,461.704,0,9,14
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4318.27,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4325.08,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4320.51,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4321.48,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4354.77,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4338.98,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4321.12,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4312.88,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4389.31,0,8,11
16a.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4336.1,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-6-4-2-,516.694,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-6-4-2-,514.104,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-6-4-2-,510.649,0,8,11
16a.sql,Reinforcement Learning,7-5-3-4-2-1-0-6-,514.019,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-6-4-2-,512.183,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-4-0-2-6-,501.086,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-4-2-6-,513.648,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-6-4-2-,513.815,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-4-2-6-,493.654,0,8,11
16a.sql,Reinforcement Learning,7-5-3-1-0-6-4-2-,533.345,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6166.3,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6175.12,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6176.52,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6150.02,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6160.14,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6152.42,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6191.44,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6168.73,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6183.63,0,8,11
16b.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,6183.84,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2616.99,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2606.39,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2606.73,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2619.58,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2624.35,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2610.54,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2605.68,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2941.39,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2610.54,0,8,11
16b.sql,Reinforcement Learning,3-5-1-6-4-2-0-7-,2611.53,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4276.23,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4276.12,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4289.72,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4278.49,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4298.44,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4290.85,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4288.93,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4278.66,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4288.29,0,8,11
16c.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4287.38,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,786.263,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,784.219,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,778.471,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,775.985,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,785.418,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,781.471,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,790.069,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,781.95,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,802.175,0,8,11
16c.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,779.552,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4452.62,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4466.17,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4464.56,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4454.31,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4484.09,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4462.52,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4462.09,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4453.85,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4476.47,0,8,11
16d.sql,Dynamic Programming,6--0---1---7--5---4---3---2---,4475.6,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,730.153,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,750.87,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,749.611,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,727.454,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,753.78,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,751.154,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,723.761,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,810.642,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,734.616,0,8,11
16d.sql,Reinforcement Learning,3-5-7-4-2-1-6-0-,751.792,0,8,11
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1458.08,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1454.97,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1458.14,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1455.26,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1460.64,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1469.37,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1454.85,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1459.32,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1457.12,0,7,9
17a.sql,Dynamic Programming,6--4---3---2---1---5--0---,1459.09,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,886.778,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,887.758,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,880.956,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,878.478,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,873.641,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,887.309,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,877.728,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,880.501,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,881.664,0,7,9
17a.sql,Reinforcement Learning,2-4-0-5-3-1-6-,877.462,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1280.29,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1272.28,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1259.31,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1268.69,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1273.24,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1268.05,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1273.48,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1269.98,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1283.83,0,7,9
17b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1276.89,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-3-6-1-,648.774,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,646.633,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,647.048,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,644.953,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,647.701,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,643.133,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-3-6-1-,640.367,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,646.28,0,7,9
17b.sql,Reinforcement Learning,5-0-4-2-6-3-1-,645.652,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1190.35,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1188.47,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1190.51,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1206.08,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1191.16,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1186.33,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1196.13,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1192.44,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1191.42,0,7,9
17c.sql,Dynamic Programming,6--4---3---2---1---5--0---,1190.25,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,472.739,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,480.825,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,482.526,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,481.636,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,502.497,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,478.518,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,478.439,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,487.218,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,479.611,0,7,9
17c.sql,Reinforcement Learning,5-0-4-2-6-3-1-,479.259,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1257.05,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1262.12,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1261,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1261.37,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1260.95,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1257.66,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1261.28,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1259.48,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1270.71,0,7,9
17d.sql,Dynamic Programming,6--4---3---2---1---5--0---,1257.54,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,544.114,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-3-1-6-,564.228,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,532.997,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,539.008,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,537.937,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,539.438,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,540.4,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,540.982,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-3-1-6-,562.601,0,7,9
17d.sql,Reinforcement Learning,5-0-4-2-6-3-1-,536.838,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3111.66,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3121.38,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3129.76,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3126.36,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3136.69,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3131.16,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3122.76,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3122.27,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3134.83,0,7,9
17e.sql,Dynamic Programming,6--4---3---2---1---5--0---,3139.17,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1919.79,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1919.59,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1921.2,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1919.37,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1930.14,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-5-6-,1903.28,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1914.63,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1921.54,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-5-6-,1916.79,0,7,9
17e.sql,Reinforcement Learning,2-4-0-3-1-6-5-,1927.63,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1923.01,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1928.37,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1943.95,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1918.39,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1946.27,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1946.94,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1910.09,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1924.44,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1954.04,0,7,9
17f.sql,Dynamic Programming,6--4---3---2---1---5--0---,1945.19,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-6-1-,1009.65,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-1-6-,1005.1,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-6-1-,1007.76,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-6-1-,1009.33,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-6-1-,1011.35,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-6-1-,1005.73,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-1-6-,1006.89,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-1-6-,1008.21,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-1-6-,1006.91,0,7,9
17f.sql,Reinforcement Learning,2-4-0-5-3-6-1-,1005.02,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5293.72,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5287.77,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5289.84,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5275.4,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5289.65,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5287.63,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5309.71,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5278.02,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5293.01,0,7,9
18a.sql,Dynamic Programming,6--4---3---2---1---5--0---,5299.06,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,911.643,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,893.455,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,890.249,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,896.042,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,892.781,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,921.099,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,896.203,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,890.213,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,884.491,0,7,9
18a.sql,Reinforcement Learning,1-3-0-5-6-4-2-,888.271,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1308.51,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1314.52,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1314.27,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1312.61,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1313.16,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1306.37,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1306.27,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1317.72,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1317.45,0,7,9
18b.sql,Dynamic Programming,6--4---3---2---1---5--0---,1314.02,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-1-0-5-,1274.93,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-0-1-5-,1255.21,0,7,9
18b.sql,Reinforcement Learning,5-0-4-6-2-3-1-,1279.68,0,7,9
