Group,Optimizer,JoinOrder,ExecutionTime,Loop,Table,Edge
18b.sql,Reinforcement Learning,5-0-6-3-1-4-2-,1280.04,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-0-5-1-,1258.01,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-0-5-1-,1256.7,0,7,9
18b.sql,Reinforcement Learning,5-0-6-3-1-4-2-,1296.02,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-0-1-5-,1256.24,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-1-0-5-,1264.45,0,7,9
18b.sql,Reinforcement Learning,2-4-6-3-0-1-5-,1259.51,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2209.48,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2220.19,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2220.83,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2233.1,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2225.61,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2214.8,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2221.83,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2221,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2231.91,0,7,9
18c.sql,Dynamic Programming,6--4---3---2---1---5--0---,2228.8,0,7,9
18c.sql,Reinforcement Learning,5-0-3-1-6-4-2-,2095.19,0,7,9
18c.sql,Reinforcement Learning,5-0-3-1-6-4-2-,2092.37,0,7,9
18c.sql,Reinforcement Learning,5-0-3-1-6-4-2-,2095.39,0,7,9
18c.sql,Reinforcement Learning,5-0-3-1-6-4-2-,2083.34,0,7,9
18c.sql,Reinforcement Learning,5-0-3-1-6-4-2-,2074.71,0,7,9
18c.sql,Reinforcement Learning,5-0-3-6-1-4-2-,2082.47,0,7,9
18c.sql,Reinforcement Learning,5-0-3-1-4-2-6-,2082.89,0,7,9
18c.sql,Reinforcement Learning,5-0-3-4-2-1-6-,2093.61,0,7,9
18c.sql,Reinforcement Learning,5-0-3-6-1-4-2-,2090,0,7,9
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1455.54,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1449.48,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1441.6,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1439.41,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1452.23,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1449.37,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1444.8,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1453.29,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1455.9,0,10,13
19a.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1448.97,0,10,13
19a.sql,Reinforcement Learning,7-2-9-8-0-1-5-6-4-3-,1205.71,0,10,13
19a.sql,Reinforcement Learning,7-2-9-1-8-5-6-3-4-0-,1187.51,0,10,13
19a.sql,Reinforcement Learning,7-0-2-5-8-9-3-6-1-4-,1198.2,0,10,13
19a.sql,Reinforcement Learning,7-2-5-9-6-4-3-1-8-0-,1190.03,0,10,13
19a.sql,Reinforcement Learning,7-2-9-5-3-1-6-8-0-4-,1184.94,0,10,13
19a.sql,Reinforcement Learning,7-2-9-1-6-4-5-3-8-0-,1195.21,0,10,13
19a.sql,Reinforcement Learning,7-2-1-5-3-9-6-0-4-8-,1188.68,0,10,13
19a.sql,Reinforcement Learning,7-0-2-1-5-3-8-9-6-4-,1191.96,0,10,13
19a.sql,Reinforcement Learning,7-2-5-3-8-9-6-0-4-1-,1188.74,0,10,13
19a.sql,Reinforcement Learning,7-0-2-1-9-6-4-5-3-8-,1190.38,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1119.31,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1120.11,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1118.88,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1126.08,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1119.18,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1116.29,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1101.13,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1119.03,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1119.37,0,10,13
19b.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1123.47,0,10,13
19b.sql,Reinforcement Learning,7-2-1-8-6-5-4-3-9-0-,1040.73,0,10,13
19b.sql,Reinforcement Learning,7-2-1-9-0-8-5-3-6-4-,1034.19,0,10,13
19b.sql,Reinforcement Learning,7-0-2-1-6-4-9-5-8-3-,1034.83,0,10,13
19b.sql,Reinforcement Learning,7-2-1-6-9-4-5-3-8-0-,1030.75,0,10,13
19b.sql,Reinforcement Learning,7-0-2-1-6-4-5-9-8-3-,1033.02,0,10,13
19b.sql,Reinforcement Learning,7-2-1-6-4-9-8-0-5-3-,1034.82,0,10,13
19b.sql,Reinforcement Learning,7-2-0-6-1-8-9-4-5-3-,1033.34,0,10,13
19b.sql,Reinforcement Learning,7-2-1-6-9-0-4-5-3-8-,1040.51,0,10,13
19b.sql,Reinforcement Learning,7-2-1-6-5-3-4-8-9-0-,1036.83,0,10,13
19b.sql,Reinforcement Learning,7-2-6-4-0-1-5-3-8-9-,1036.6,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1531.16,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1523.76,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1527.94,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1525.02,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1529.55,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1537.04,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1534.24,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1545.72,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1532.64,0,10,13
19c.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,1528.05,0,10,13
19c.sql,Reinforcement Learning,7-2-9-6-4-1-0-8-5-3-,1248.64,0,10,13
19c.sql,Reinforcement Learning,7-2-9-6-5-3-8-4-0-1-,1242.73,0,10,13
19c.sql,Reinforcement Learning,7-0-2-9-6-1-8-5-4-3-,1244.66,0,10,13
19c.sql,Reinforcement Learning,7-2-9-6-8-5-3-4-0-1-,1247.55,0,10,13
19c.sql,Reinforcement Learning,7-2-9-1-6-5-4-0-3-8-,1231.99,0,10,13
19c.sql,Reinforcement Learning,7-0-2-9-6-4-1-8-5-3-,1245.52,0,10,13
19c.sql,Reinforcement Learning,7-2-9-6-1-4-5-3-8-0-,1236.94,0,10,13
19c.sql,Reinforcement Learning,7-2-9-6-4-1-5-3-8-0-,1234.47,0,10,13
19c.sql,Reinforcement Learning,7-0-2-9-6-1-5-3-4-8-,1249.65,0,10,13
19c.sql,Reinforcement Learning,7-2-9-6-1-4-5-3-8-0-,1230.16,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4300.57,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4274.94,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4263.67,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4253.52,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4280.41,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4294.41,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4287,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4268.52,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4293.59,0,10,13
19d.sql,Dynamic Programming,2--1---8---7--0----9--6---5---4---3---,4277.05,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-1-8-0-,2303.98,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-8-1-0-,2279.32,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-8-1-0-,2304.1,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-1-0-8-,2293.82,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-8-1-0-,2311.85,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-1-8-0-,2305.05,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-1-8-0-,2281.24,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-1-8-0-,2302.42,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-8-1-0-,2306.93,0,10,13
19d.sql,Reinforcement Learning,7-2-9-6-4-5-3-1-8-0-,2308.59,0,10,13
1a.sql,Dynamic Programming,4--3---2---1---0--,320.55,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,321.192,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,321.764,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,321.949,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,321.878,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,325.582,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,318.754,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,322.629,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,319.12,0,5,5
1a.sql,Dynamic Programming,4--3---2---1---0--,320.568,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,131.084,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,130.477,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,131.828,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,131.865,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,130.186,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,130.029,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,133.096,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,129.885,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,132.107,0,5,5
1a.sql,Reinforcement Learning,1-3-4-2-0-,131.865,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,390.14,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,391.96,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,388.183,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,388.708,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,391.271,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,389.741,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,387.369,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,388.076,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,389.239,0,5,5
1b.sql,Dynamic Programming,4--3---2---1---0--,387.621,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,91.651,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,88.642,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,88.097,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,88.605,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,90.682,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,89.09,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,88.782,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,88.702,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,89.794,0,5,5
1b.sql,Reinforcement Learning,1-3-4-2-0-,88.644,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,148.533,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,146.422,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,150.055,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,146.974,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,148.594,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,146.446,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,147.26,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,146.752,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,147.961,0,5,5
1c.sql,Dynamic Programming,4--3---2---1---0--,147.946,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,88.747,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,87.262,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,87.643,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,88.518,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,88.748,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,88.24,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,87.672,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,88.187,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,88.008,0,5,5
1c.sql,Reinforcement Learning,1-3-4-2-0-,89.707,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,456.804,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,457.662,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,459.002,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,458.154,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,459.382,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,457.37,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,457.496,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,456.526,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,459.881,0,5,5
1d.sql,Dynamic Programming,4--3---2---1---0--,457.694,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,87.307,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,88.062,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,87.948,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,88.604,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,88.969,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,88.641,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,88.354,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,87.798,0,5,5
1d.sql,Reinforcement Learning,1-3-4-2-0-,88.642,0,5,5
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1017.7,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1013.01,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1021.69,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1016.43,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1018.21,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1010.13,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1016.45,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1016.64,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1016.99,0,10,12
20a.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1018.78,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-5-6-0-1-2-8-,737.705,0,10,12
20a.sql,Reinforcement Learning,3-4-9-8-7-5-0-6-1-2-,739.406,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-5-0-1-2-6-8-,720.704,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-5-8-6-0-1-2-,738.482,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-0-8-6-1-2-5-,737.968,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-6-0-5-1-2-8-,740.848,0,10,12
20a.sql,Reinforcement Learning,3-4-7-9-5-6-8-0-1-2-,726.209,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-0-1-6-2-8-5-,763.499,0,10,12
20a.sql,Reinforcement Learning,3-4-9-6-7-5-0-2-1-8-,744.527,0,10,12
20a.sql,Reinforcement Learning,3-4-9-7-6-5-0-1-8-2-,742.681,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,472.435,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,472.645,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,468.256,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,468.829,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,473.71,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,470.965,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,472.007,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,466.762,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,470.738,0,10,12
20b.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,470.503,0,10,12
20b.sql,Reinforcement Learning,8-4-7-9-3-6-5-0-1-2-,557.689,0,10,12
20b.sql,Reinforcement Learning,3-4-7-9-5-0-2-1-8-6-,555.064,0,10,12
20b.sql,Reinforcement Learning,8-4-7-9-6-5-3-0-1-2-,555.5,0,10,12
20b.sql,Reinforcement Learning,8-4-7-9-6-3-5-0-1-2-,562.121,0,10,12
20b.sql,Reinforcement Learning,3-4-7-9-5-0-6-1-2-8-,557.908,0,10,12
20b.sql,Reinforcement Learning,8-4-7-9-3-5-6-0-1-2-,555.573,0,10,12
20b.sql,Reinforcement Learning,8-4-7-9-5-0-1-3-6-2-,565.793,0,10,12
20b.sql,Reinforcement Learning,3-4-7-9-5-8-6-0-2-1-,552.661,0,10,12
20b.sql,Reinforcement Learning,3-4-7-9-6-8-5-0-1-2-,558.994,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1328.84,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1326.12,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1332.45,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1327.25,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1330.57,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1329.74,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1332.84,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1322.99,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1333.42,0,10,12
20c.sql,Dynamic Programming,8--4---3---7--5---9--6---1--0---2-----,1329.13,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-2-8-9-6-,966.409,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-8-2-9-6-,971.49,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-2-9-6-8-,977.418,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-9-6-8-2-,975.869,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-8-9-2-6-,954.012,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-8-9-2-6-,961.923,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-9-6-2-8-,970.121,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-9-8-2-6-,969.452,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-8-9-6-2-,956.329,0,10,12
20c.sql,Reinforcement Learning,5-7-0-1-4-3-8-2-9-6-,957.101,0,10,12
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,966.78,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,966.759,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,967.492,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,970.18,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,970.26,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,967.97,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,968.071,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,974.683,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,966.568,0,9,14
21a.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,975.405,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-5-3-4-0-1-,964.583,0,9,14
21a.sql,Reinforcement Learning,2-6-5-8-7-3-4-0-1-,968.883,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-5-3-4-0-1-,970.112,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-5-3-4-0-1-,970.725,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-5-4-0-1-3-,968.467,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-3-5-4-1-0-,966.569,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-3-5-4-0-1-,967.168,0,9,14
21a.sql,Reinforcement Learning,2-6-8-5-4-0-1-7-3-,970.436,0,9,14
21a.sql,Reinforcement Learning,2-6-7-8-5-3-4-0-1-,965.696,0,9,14
21a.sql,Reinforcement Learning,2-6-5-8-4-0-1-7-3-,973.964,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,540.357,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,536.031,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,542.168,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,540.326,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,551.246,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,538.91,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,536.768,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,535.939,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,539.901,0,9,14
21b.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,537.419,0,9,14
21b.sql,Reinforcement Learning,2-6-5-8-7-3-4-1-0-,561.804,0,9,14
21b.sql,Reinforcement Learning,2-6-5-8-7-3-4-0-1-,555.303,0,9,14
21b.sql,Reinforcement Learning,2-6-5-8-4-0-1-7-3-,556.085,0,9,14
21b.sql,Reinforcement Learning,2-6-7-8-5-3-4-1-0-,552.167,0,9,14
21b.sql,Reinforcement Learning,2-6-5-8-7-3-4-0-1-,555.574,0,9,14
21b.sql,Reinforcement Learning,2-6-8-7-3-5-4-0-1-,559.92,0,9,14
21b.sql,Reinforcement Learning,2-6-5-8-7-3-4-0-1-,553.63,0,9,14
21b.sql,Reinforcement Learning,2-6-5-8-7-3-4-0-1-,558.092,0,9,14
21b.sql,Reinforcement Learning,2-6-7-8-3-5-4-0-1-,558.074,0,9,14
21b.sql,Reinforcement Learning,2-6-7-8-5-4-0-1-3-,557.233,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,971.127,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,982.893,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,977.186,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,975.327,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,970.599,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,970.831,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,978.832,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,979.363,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,972.766,0,9,14
21c.sql,Dynamic Programming,6--2---4--0---1---8--7---3-----5--,980.518,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-5-3-4-1-0-,1039.88,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-3-5-4-0-1-,1042.91,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-4-1-5-0-3-,1029.76,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-4-0-1-3-5-,1036.1,0,9,14
21c.sql,Reinforcement Learning,2-6-7-3-8-5-4-0-1-,1045.1,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-3-5-4-0-1-,1042.53,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-5-3-4-1-0-,1028,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-3-5-4-0-1-,1037.38,0,9,14
21c.sql,Reinforcement Learning,2-6-5-8-7-3-4-1-0-,1049.44,0,9,14
21c.sql,Reinforcement Learning,2-6-7-8-5-3-4-0-1-,1019.86,0,9,14
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,916.863,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,922.187,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,920.022,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,912.006,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,924.19,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,919.768,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,914.495,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,927.919,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,930.808,0,11,16
22a.sql,Dynamic Programming,7--2---9--4---6--0---1---10--5---8--3------,927.449,0,11,16
22a.sql,Reinforcement Learning,4-9-10-8-3-7-6-1-5-0-2-,902.843,0,11,16
22a.sql,Reinforcement Learning,4-9-10-8-3-5-7-2-6-1-0-,917.006,0,11,16
22a.sql,Reinforcement Learning,4-9-10-8-3-7-2-6-0-1-5-,920.341,0,11,16
22a.sql,Reinforcement Learning,4-9-10-8-3-7-2-6-5-1-0-,924.814,0,11,16
