Group,Optimizer,Execution Tme
32a.sql,Dynamic Programming,362.44
11d.sql,Dynamic Programming,247.697
19d.sql,Dynamic Programming,4287
4c.sql,Dynamic Programming,526.965
26a.sql,Dynamic Programming,865.839
10c.sql,Dynamic Programming,1328.02
5b.sql,Dynamic Programming,650.654
9b.sql,Dynamic Programming,736.075
10b.sql,Dynamic Programming,837.373
6a.sql,Dynamic Programming,318.376
30a.sql,Dynamic Programming,1646.59
23b.sql,Dynamic Programming,455.816
31a.sql,Dynamic Programming,1660.98
8b.sql,Dynamic Programming,472.878
2d.sql,Dynamic Programming,1105.9
15a.sql,Dynamic Programming,562.057
15c.sql,Dynamic Programming,1285.18
33c.sql,Dynamic Programming,1266.75
2c.sql,Dynamic Programming,1117.39
21a.sql,Dynamic Programming,968.071
17a.sql,Dynamic Programming,1454.85
13c.sql,Dynamic Programming,1090.74
31b.sql,Dynamic Programming,1672.18
20c.sql,Dynamic Programming,1332.84
7b.sql,Dynamic Programming,376.229
21c.sql,Dynamic Programming,978.832
7c.sql,Dynamic Programming,1681.54
25b.sql,Dynamic Programming,1209.48
9d.sql,Dynamic Programming,1251.33
28c.sql,Dynamic Programming,1415.3
14a.sql,Dynamic Programming,1312.94
25a.sql,Dynamic Programming,2976.7
12c.sql,Dynamic Programming,870.464
16d.sql,Dynamic Programming,4462.09
20a.sql,Dynamic Programming,1016.45
6e.sql,Dynamic Programming,416.071
3c.sql,Dynamic Programming,1771.03
8c.sql,Dynamic Programming,4627.07
11b.sql,Dynamic Programming,115.315
21b.sql,Dynamic Programming,536.768
19b.sql,Dynamic Programming,1101.13
24a.sql,Dynamic Programming,1561.88
1a.sql,Dynamic Programming,318.754
23a.sql,Dynamic Programming,540.341
29c.sql,Dynamic Programming,1507.36
22a.sql,Dynamic Programming,914.495
26c.sql,Dynamic Programming,969.239
27a.sql,Dynamic Programming,645.072
17c.sql,Dynamic Programming,1196.13
30b.sql,Dynamic Programming,1623.48
3b.sql,Dynamic Programming,534.59
18b.sql,Dynamic Programming,1306.27
33b.sql,Dynamic Programming,430.433
1c.sql,Dynamic Programming,147.26
31c.sql,Dynamic Programming,2454.08
28b.sql,Dynamic Programming,778.268
7a.sql,Dynamic Programming,598.426
4a.sql,Dynamic Programming,309.311
16b.sql,Dynamic Programming,6191.44
18c.sql,Dynamic Programming,2221.83
20b.sql,Dynamic Programming,472.007
9a.sql,Dynamic Programming,944.434
22c.sql,Dynamic Programming,1450.86
22d.sql,Dynamic Programming,1578.84
2b.sql,Dynamic Programming,1096.04
8d.sql,Dynamic Programming,3373.46
32b.sql,Dynamic Programming,365.634
9c.sql,Dynamic Programming,1163.28
12b.sql,Dynamic Programming,228.09
17b.sql,Dynamic Programming,1273.48
1d.sql,Dynamic Programming,457.496
27b.sql,Dynamic Programming,632.216
13a.sql,Dynamic Programming,1815.64
25c.sql,Dynamic Programming,4802.24
6b.sql,Dynamic Programming,289.15
2a.sql,Dynamic Programming,1142.42
13d.sql,Dynamic Programming,1375.42
29a.sql,Dynamic Programming,1285.17
14b.sql,Dynamic Programming,1182.02
30c.sql,Dynamic Programming,2325.57
6f.sql,Dynamic Programming,2394.5
22b.sql,Dynamic Programming,915.501
24b.sql,Dynamic Programming,1344.35
6d.sql,Dynamic Programming,413.077
17d.sql,Dynamic Programming,1259.48
13b.sql,Dynamic Programming,1159.95
17e.sql,Dynamic Programming,3122.27
5a.sql,Dynamic Programming,958.557
15d.sql,Dynamic Programming,1714.75
16a.sql,Dynamic Programming,4312.88
11c.sql,Dynamic Programming,164.24
10a.sql,Dynamic Programming,945
11a.sql,Dynamic Programming,163.403
5c.sql,Dynamic Programming,1386.98
29b.sql,Dynamic Programming,1097.05
8a.sql,Dynamic Programming,586.633
12a.sql,Dynamic Programming,616.498
14c.sql,Dynamic Programming,1574.31
19a.sql,Dynamic Programming,1453.29
16c.sql,Dynamic Programming,4278.66
4b.sql,Dynamic Programming,119.932
33a.sql,Dynamic Programming,471.329
3a.sql,Dynamic Programming,1068.14
1b.sql,Dynamic Programming,388.076
18a.sql,Dynamic Programming,5278.02
15b.sql,Dynamic Programming,541.417
23c.sql,Dynamic Programming,630.501
26b.sql,Dynamic Programming,743.76
19c.sql,Dynamic Programming,1545.72
17f.sql,Dynamic Programming,1924.44
27c.sql,Dynamic Programming,959.327
6c.sql,Dynamic Programming,258.223
28a.sql,Dynamic Programming,1365.3
32a.sql,Dynamic Programming,362.006
11d.sql,Dynamic Programming,245.99
19d.sql,Dynamic Programming,4268.52
4c.sql,Dynamic Programming,522.593
26a.sql,Dynamic Programming,862.374
10c.sql,Dynamic Programming,1324.87
5b.sql,Dynamic Programming,641.529
9b.sql,Dynamic Programming,737.41
10b.sql,Dynamic Programming,828.381
6a.sql,Dynamic Programming,320.736
30a.sql,Dynamic Programming,1637.43
23b.sql,Dynamic Programming,453.705
31a.sql,Dynamic Programming,1651.45
8b.sql,Dynamic Programming,470.418
2d.sql,Dynamic Programming,1104.63
15a.sql,Dynamic Programming,556.309
15c.sql,Dynamic Programming,1276.05
33c.sql,Dynamic Programming,1262.69
2c.sql,Dynamic Programming,1103.08
21a.sql,Dynamic Programming,974.683
17a.sql,Dynamic Programming,1459.32
13c.sql,Dynamic Programming,1094.32
31b.sql,Dynamic Programming,1663.22
20c.sql,Dynamic Programming,1322.99
7b.sql,Dynamic Programming,370.297
21c.sql,Dynamic Programming,979.363
7c.sql,Dynamic Programming,1677.94
25b.sql,Dynamic Programming,1199.37
9d.sql,Dynamic Programming,1246.57
28c.sql,Dynamic Programming,1393.97
14a.sql,Dynamic Programming,1307.88
25a.sql,Dynamic Programming,2969.15
12c.sql,Dynamic Programming,885.584
16d.sql,Dynamic Programming,4453.85
20a.sql,Dynamic Programming,1016.64
6e.sql,Dynamic Programming,412.676
3c.sql,Dynamic Programming,1772.22
8c.sql,Dynamic Programming,4573.79
11b.sql,Dynamic Programming,114.888
21b.sql,Dynamic Programming,535.939
19b.sql,Dynamic Programming,1119.03
24a.sql,Dynamic Programming,1560.23
1a.sql,Dynamic Programming,322.629
23a.sql,Dynamic Programming,553.287
29c.sql,Dynamic Programming,1510.6
22a.sql,Dynamic Programming,927.919
26c.sql,Dynamic Programming,990.002
27a.sql,Dynamic Programming,647.463
17c.sql,Dynamic Programming,1192.44
30b.sql,Dynamic Programming,1621.67
3b.sql,Dynamic Programming,542.047
18b.sql,Dynamic Programming,1317.72
33b.sql,Dynamic Programming,429.771
1c.sql,Dynamic Programming,146.752
31c.sql,Dynamic Programming,2449.8
28b.sql,Dynamic Programming,784.325
7a.sql,Dynamic Programming,593.406
4a.sql,Dynamic Programming,313.001
16b.sql,Dynamic Programming,6168.73
18c.sql,Dynamic Programming,2221
20b.sql,Dynamic Programming,466.762
9a.sql,Dynamic Programming,937.549
22c.sql,Dynamic Programming,1450.01
22d.sql,Dynamic Programming,1575.09
2b.sql,Dynamic Programming,1096.67
8d.sql,Dynamic Programming,3371.97
32b.sql,Dynamic Programming,368.859
9c.sql,Dynamic Programming,1161.52
12b.sql,Dynamic Programming,228.906
17b.sql,Dynamic Programming,1269.98
1d.sql,Dynamic Programming,456.526
27b.sql,Dynamic Programming,626.781
13a.sql,Dynamic Programming,1823.74
25c.sql,Dynamic Programming,4809.06
6b.sql,Dynamic Programming,287.565
2a.sql,Dynamic Programming,1137.86
13d.sql,Dynamic Programming,1376.19
29a.sql,Dynamic Programming,1278.23
14b.sql,Dynamic Programming,1186.82
30c.sql,Dynamic Programming,2329.16
6f.sql,Dynamic Programming,2412.72
22b.sql,Dynamic Programming,911.768
24b.sql,Dynamic Programming,1364.33
6d.sql,Dynamic Programming,417.219
17d.sql,Dynamic Programming,1270.71
13b.sql,Dynamic Programming,1169.88
17e.sql,Dynamic Programming,3134.83
5a.sql,Dynamic Programming,954.77
15d.sql,Dynamic Programming,1717.92
16a.sql,Dynamic Programming,4389.31
11c.sql,Dynamic Programming,163.315
10a.sql,Dynamic Programming,951.347
11a.sql,Dynamic Programming,163.297
5c.sql,Dynamic Programming,1392.21
29b.sql,Dynamic Programming,1110.1
8a.sql,Dynamic Programming,596.282
12a.sql,Dynamic Programming,610.96
14c.sql,Dynamic Programming,1575.45
19a.sql,Dynamic Programming,1455.9
16c.sql,Dynamic Programming,4288.29
4b.sql,Dynamic Programming,120.747
33a.sql,Dynamic Programming,468.058
3a.sql,Dynamic Programming,1075.9
1b.sql,Dynamic Programming,389.239
18a.sql,Dynamic Programming,5293.01
15b.sql,Dynamic Programming,544.048
23c.sql,Dynamic Programming,636.962
26b.sql,Dynamic Programming,758.86
19c.sql,Dynamic Programming,1532.64
17f.sql,Dynamic Programming,1954.04
27c.sql,Dynamic Programming,952.764
6c.sql,Dynamic Programming,262.014
28a.sql,Dynamic Programming,1366.29
32a.sql,Dynamic Programming,358.909
11d.sql,Dynamic Programming,246.616
19d.sql,Dynamic Programming,4293.59
4c.sql,Dynamic Programming,525.513
26a.sql,Dynamic Programming,856.766
10c.sql,Dynamic Programming,1327.41
5b.sql,Dynamic Programming,649.845
9b.sql,Dynamic Programming,737.719
10b.sql,Dynamic Programming,838.799
6a.sql,Dynamic Programming,323.523
30a.sql,Dynamic Programming,1650.19
23b.sql,Dynamic Programming,457.239
31a.sql,Dynamic Programming,1660.65
8b.sql,Dynamic Programming,476.165
2d.sql,Dynamic Programming,1104.46
15a.sql,Dynamic Programming,559.532
15c.sql,Dynamic Programming,1277.25
33c.sql,Dynamic Programming,1263.18
2c.sql,Dynamic Programming,1111.78
21a.sql,Dynamic Programming,966.568
17a.sql,Dynamic Programming,1457.12
13c.sql,Dynamic Programming,1094.74
31b.sql,Dynamic Programming,1662.9
20c.sql,Dynamic Programming,1333.42
7b.sql,Dynamic Programming,366.244
21c.sql,Dynamic Programming,972.766
7c.sql,Dynamic Programming,1693.2
25b.sql,Dynamic Programming,1201.01
9d.sql,Dynamic Programming,1256.19
28c.sql,Dynamic Programming,1396.46
14a.sql,Dynamic Programming,1306.41
25a.sql,Dynamic Programming,2994.43
12c.sql,Dynamic Programming,879.347
16d.sql,Dynamic Programming,4476.47
20a.sql,Dynamic Programming,1016.99
6e.sql,Dynamic Programming,410.26
3c.sql,Dynamic Programming,1770.76
8c.sql,Dynamic Programming,4640.38
11b.sql,Dynamic Programming,115.496
21b.sql,Dynamic Programming,539.901
19b.sql,Dynamic Programming,1119.37
24a.sql,Dynamic Programming,1582.78
1a.sql,Dynamic Programming,319.12
23a.sql,Dynamic Programming,542.144
29c.sql,Dynamic Programming,1503.24
22a.sql,Dynamic Programming,930.808
26c.sql,Dynamic Programming,996.784
27a.sql,Dynamic Programming,646.463
17c.sql,Dynamic Programming,1191.42
30b.sql,Dynamic Programming,1621.7
3b.sql,Dynamic Programming,534.873
18b.sql,Dynamic Programming,1317.45
33b.sql,Dynamic Programming,429.5
1c.sql,Dynamic Programming,147.961
31c.sql,Dynamic Programming,2457.06
28b.sql,Dynamic Programming,778.16
7a.sql,Dynamic Programming,601.767
4a.sql,Dynamic Programming,313.173
16b.sql,Dynamic Programming,6183.63
18c.sql,Dynamic Programming,2231.91
20b.sql,Dynamic Programming,470.738
9a.sql,Dynamic Programming,946.772
22c.sql,Dynamic Programming,1460.04
22d.sql,Dynamic Programming,1586.12
2b.sql,Dynamic Programming,1096.32
8d.sql,Dynamic Programming,3409.34
32b.sql,Dynamic Programming,369.601
9c.sql,Dynamic Programming,1168.98
12b.sql,Dynamic Programming,230.904
17b.sql,Dynamic Programming,1283.83
1d.sql,Dynamic Programming,459.881
27b.sql,Dynamic Programming,631.591
13a.sql,Dynamic Programming,1835.54
25c.sql,Dynamic Programming,4827.27
6b.sql,Dynamic Programming,286.552
2a.sql,Dynamic Programming,1143.97
13d.sql,Dynamic Programming,1374.63
29a.sql,Dynamic Programming,1291.23
14b.sql,Dynamic Programming,1195.43
30c.sql,Dynamic Programming,2327.53
6f.sql,Dynamic Programming,2395.26
22b.sql,Dynamic Programming,917.043
24b.sql,Dynamic Programming,1353.57
6d.sql,Dynamic Programming,420.852
17d.sql,Dynamic Programming,1257.54
13b.sql,Dynamic Programming,1176.1
17e.sql,Dynamic Programming,3139.17
5a.sql,Dynamic Programming,955.255
15d.sql,Dynamic Programming,1722.43
16a.sql,Dynamic Programming,4336.1
11c.sql,Dynamic Programming,165.268
10a.sql,Dynamic Programming,949.624
11a.sql,Dynamic Programming,162.667
5c.sql,Dynamic Programming,1390.86
29b.sql,Dynamic Programming,1095.79
8a.sql,Dynamic Programming,596.09
12a.sql,Dynamic Programming,620.042
14c.sql,Dynamic Programming,1581.55
19a.sql,Dynamic Programming,1448.97
16c.sql,Dynamic Programming,4287.38
4b.sql,Dynamic Programming,121.011
33a.sql,Dynamic Programming,469.753
3a.sql,Dynamic Programming,1075.13
1b.sql,Dynamic Programming,387.621
18a.sql,Dynamic Programming,5299.06
15b.sql,Dynamic Programming,538.137
23c.sql,Dynamic Programming,635.471
26b.sql,Dynamic Programming,746.691
19c.sql,Dynamic Programming,1528.05
17f.sql,Dynamic Programming,1945.19
27c.sql,Dynamic Programming,962.845
6c.sql,Dynamic Programming,258.312
28a.sql,Dynamic Programming,1368.17
32a.sql,Dynamic Programming,364.705
11d.sql,Dynamic Programming,245.749
19d.sql,Dynamic Programming,4277.05
4c.sql,Dynamic Programming,522.471
26a.sql,Dynamic Programming,865.615
10c.sql,Dynamic Programming,1325.74
5b.sql,Dynamic Programming,645.634
9b.sql,Dynamic Programming,734.757
10b.sql,Dynamic Programming,834.545
6a.sql,Dynamic Programming,316.8
30a.sql,Dynamic Programming,1641.23
23b.sql,Dynamic Programming,456.373
31a.sql,Dynamic Programming,1661.88
8b.sql,Dynamic Programming,470.969
2d.sql,Dynamic Programming,1104.53
15a.sql,Dynamic Programming,561.865
15c.sql,Dynamic Programming,1279
33c.sql,Dynamic Programming,1264.68
2c.sql,Dynamic Programming,1104.88
21a.sql,Dynamic Programming,975.405
17a.sql,Dynamic Programming,1459.09
13c.sql,Dynamic Programming,1110.74
31b.sql,Dynamic Programming,1674.24
20c.sql,Dynamic Programming,1329.13
7b.sql,Dynamic Programming,366.188
21c.sql,Dynamic Programming,980.518
7c.sql,Dynamic Programming,1677.92
25b.sql,Dynamic Programming,1214.4
9d.sql,Dynamic Programming,1252
28c.sql,Dynamic Programming,1402.85
14a.sql,Dynamic Programming,1319.14
25a.sql,Dynamic Programming,2995.53
12c.sql,Dynamic Programming,890.366
16d.sql,Dynamic Programming,4475.6
20a.sql,Dynamic Programming,1018.78
6e.sql,Dynamic Programming,419.798
3c.sql,Dynamic Programming,1773.09
8c.sql,Dynamic Programming,4626.74
11b.sql,Dynamic Programming,113.994
21b.sql,Dynamic Programming,537.419
19b.sql,Dynamic Programming,1123.47
24a.sql,Dynamic Programming,1555.18
1a.sql,Dynamic Programming,320.568
23a.sql,Dynamic Programming,542.993
29c.sql,Dynamic Programming,1508.07
22a.sql,Dynamic Programming,927.449
26c.sql,Dynamic Programming,988.711
27a.sql,Dynamic Programming,645.585
17c.sql,Dynamic Programming,1190.25
30b.sql,Dynamic Programming,1617.35
3b.sql,Dynamic Programming,541.084
18b.sql,Dynamic Programming,1314.02
33b.sql,Dynamic Programming,428.269
1c.sql,Dynamic Programming,147.946
31c.sql,Dynamic Programming,2452.95
28b.sql,Dynamic Programming,784.495
7a.sql,Dynamic Programming,597.597
4a.sql,Dynamic Programming,311.695
16b.sql,Dynamic Programming,6183.84
18c.sql,Dynamic Programming,2228.8
20b.sql,Dynamic Programming,470.503
9a.sql,Dynamic Programming,938.713
22c.sql,Dynamic Programming,1458.9
22d.sql,Dynamic Programming,1581.17
2b.sql,Dynamic Programming,1093.43
8d.sql,Dynamic Programming,3378.2
32b.sql,Dynamic Programming,367.048
9c.sql,Dynamic Programming,1162.69
12b.sql,Dynamic Programming,232.523
17b.sql,Dynamic Programming,1276.89
1d.sql,Dynamic Programming,457.694
27b.sql,Dynamic Programming,630.354
13a.sql,Dynamic Programming,1853.62
25c.sql,Dynamic Programming,4833.37
6b.sql,Dynamic Programming,291.049
2a.sql,Dynamic Programming,1150.21
13d.sql,Dynamic Programming,1393.05
29a.sql,Dynamic Programming,1291.87
14b.sql,Dynamic Programming,1186.77
30c.sql,Reinforcement Learning,2152.83
6f.sql,Reinforcement Learning,1324.18
22b.sql,Reinforcement Learning,882.681
24b.sql,Reinforcement Learning,1231.81
6d.sql,Reinforcement Learning,407.996
17d.sql,Reinforcement Learning,544.114
13b.sql,Reinforcement Learning,222.428
17e.sql,Reinforcement Learning,1919.79
5a.sql,Reinforcement Learning,120.812
15d.sql,Reinforcement Learning,454.634
16a.sql,Reinforcement Learning,516.694
11c.sql,Reinforcement Learning,280.812
10a.sql,Reinforcement Learning,839.324
11a.sql,Reinforcement Learning,142.779
5c.sql,Reinforcement Learning,1249.03
8a.sql,Reinforcement Learning,589.86
12a.sql,Reinforcement Learning,552.221
14c.sql,Reinforcement Learning,1232.39
16c.sql,Reinforcement Learning,786.263
4b.sql,Reinforcement Learning,77.552
3a.sql,Reinforcement Learning,901.974
1b.sql,Reinforcement Learning,91.651
18a.sql,Reinforcement Learning,911.643
15b.sql,Reinforcement Learning,463.879
26b.sql,Reinforcement Learning,628.236
19c.sql,Reinforcement Learning,1248.64
17f.sql,Reinforcement Learning,1009.65
27c.sql,Reinforcement Learning,1036.19
6c.sql,Reinforcement Learning,249.1
32a.sql,Reinforcement Learning,260.527
11d.sql,Reinforcement Learning,321.864
19d.sql,Reinforcement Learning,2303.98
4c.sql,Reinforcement Learning,178.832
26a.sql,Reinforcement Learning,996.745
10c.sql,Reinforcement Learning,940.836
5b.sql,Reinforcement Learning,98.444
9b.sql,Reinforcement Learning,697.01
10b.sql,Reinforcement Learning,811.428
6a.sql,Reinforcement Learning,284.673
30a.sql,Reinforcement Learning,1465.86
31a.sql,Reinforcement Learning,1505.39
8b.sql,Reinforcement Learning,471.091
2d.sql,Reinforcement Learning,279.022
15a.sql,Reinforcement Learning,591.226
15c.sql,Reinforcement Learning,623.867
2c.sql,Reinforcement Learning,203.944
21a.sql,Reinforcement Learning,964.583
17a.sql,Reinforcement Learning,886.778
13c.sql,Reinforcement Learning,177.442
31b.sql,Reinforcement Learning,1468.17
20c.sql,Reinforcement Learning,966.409
7b.sql,Reinforcement Learning,284.774
21c.sql,Reinforcement Learning,1039.88
7c.sql,Reinforcement Learning,1057.37
25b.sql,Reinforcement Learning,1198.48
9d.sql,Reinforcement Learning,1132.67
14a.sql,Reinforcement Learning,1196.06
25a.sql,Reinforcement Learning,1318.58
12c.sql,Reinforcement Learning,808.954
16d.sql,Reinforcement Learning,730.153
20a.sql,Reinforcement Learning,737.705
6e.sql,Reinforcement Learning,330.275
3c.sql,Reinforcement Learning,1202.93
8c.sql,Reinforcement Learning,3316.58
11b.sql,Reinforcement Learning,89.598
21b.sql,Reinforcement Learning,561.804
1a.sql,Reinforcement Learning,131.084
23a.sql,Reinforcement Learning,562.387
22a.sql,Reinforcement Learning,902.843
26c.sql,Reinforcement Learning,971.131
17c.sql,Reinforcement Learning,472.739
30b.sql,Reinforcement Learning,1406.53
3b.sql,Reinforcement Learning,509.014
18b.sql,Reinforcement Learning,1274.93
1c.sql,Reinforcement Learning,88.747
31c.sql,Reinforcement Learning,2246.75
7a.sql,Reinforcement Learning,362.266
4a.sql,Reinforcement Learning,131.647
16b.sql,Reinforcement Learning,2616.99
18c.sql,Reinforcement Learning,2095.19
20b.sql,Reinforcement Learning,557.689
9a.sql,Reinforcement Learning,856.991
22c.sql,Reinforcement Learning,1353.52
22d.sql,Reinforcement Learning,1370.17
2b.sql,Reinforcement Learning,294.935
8d.sql,Reinforcement Learning,794.872
32b.sql,Reinforcement Learning,262.156
9c.sql,Reinforcement Learning,943.894
12b.sql,Reinforcement Learning,266.133
17b.sql,Reinforcement Learning,648.774
1d.sql,Reinforcement Learning,87.307
13a.sql,Reinforcement Learning,789.298
25c.sql,Reinforcement Learning,2186.17
6b.sql,Reinforcement Learning,283.764
2a.sql,Reinforcement Learning,256.448
13d.sql,Reinforcement Learning,1270.88
14b.sql,Reinforcement Learning,1170.83
10a.sql,Reinforcement Learning,837.225
10b.sql,Reinforcement Learning,806.532
10c.sql,Reinforcement Learning,927.069
11a.sql,Reinforcement Learning,140.227
11b.sql,Reinforcement Learning,86.769
11c.sql,Reinforcement Learning,278.655
11d.sql,Reinforcement Learning,293.772
12a.sql,Reinforcement Learning,547.85
12b.sql,Reinforcement Learning,269.162
12c.sql,Reinforcement Learning,801.502
13a.sql,Reinforcement Learning,781.999
13b.sql,Reinforcement Learning,230.993
13c.sql,Reinforcement Learning,178.155
13d.sql,Reinforcement Learning,1266.89
14a.sql,Reinforcement Learning,1198.59
14b.sql,Reinforcement Learning,1174.08
14c.sql,Reinforcement Learning,1238.75
15a.sql,Reinforcement Learning,582.746
15b.sql,Reinforcement Learning,449.057
15d.sql,Reinforcement Learning,454.826
16a.sql,Reinforcement Learning,514.104
16b.sql,Reinforcement Learning,2606.39
16c.sql,Reinforcement Learning,784.219
16d.sql,Reinforcement Learning,750.87
17a.sql,Reinforcement Learning,887.758
17b.sql,Reinforcement Learning,646.633
17c.sql,Reinforcement Learning,480.825
17d.sql,Reinforcement Learning,564.228
17e.sql,Reinforcement Learning,1919.59
17f.sql,Reinforcement Learning,1005.1
18a.sql,Reinforcement Learning,893.455
18b.sql,Reinforcement Learning,1255.21
18c.sql,Reinforcement Learning,2092.37
19a.sql,Reinforcement Learning,1187.51
19c.sql,Reinforcement Learning,1242.73
19d.sql,Reinforcement Learning,2279.32
1a.sql,Reinforcement Learning,130.477
1b.sql,Reinforcement Learning,88.642
1c.sql,Reinforcement Learning,87.262
1d.sql,Reinforcement Learning,88.062
20a.sql,Reinforcement Learning,739.406
20b.sql,Reinforcement Learning,555.064
20c.sql,Reinforcement Learning,971.49
21a.sql,Reinforcement Learning,968.883
21b.sql,Reinforcement Learning,555.303
21c.sql,Reinforcement Learning,1042.91
22a.sql,Reinforcement Learning,917.006
22b.sql,Reinforcement Learning,896.92
22c.sql,Reinforcement Learning,1364.7
22d.sql,Reinforcement Learning,1367.34
23b.sql,Reinforcement Learning,526.404
24b.sql,Reinforcement Learning,1228.3
25a.sql,Reinforcement Learning,1287.24
25b.sql,Reinforcement Learning,1169.59
25c.sql,Reinforcement Learning,2145.58
26a.sql,Reinforcement Learning,970.238
26b.sql,Reinforcement Learning,647.755
27a.sql,Reinforcement Learning,682.115
2a.sql,Reinforcement Learning,257.649
2b.sql,Reinforcement Learning,292.525
2c.sql,Reinforcement Learning,189.335
2d.sql,Reinforcement Learning,279.209
30a.sql,Reinforcement Learning,1446.12
30c.sql,Reinforcement Learning,2145.01
31a.sql,Reinforcement Learning,1466.81
31b.sql,Reinforcement Learning,1433.79
31c.sql,Reinforcement Learning,2213.62
32a.sql,Reinforcement Learning,259.862
32b.sql,Reinforcement Learning,261.528
3a.sql,Reinforcement Learning,905.364
3b.sql,Reinforcement Learning,505.476
3c.sql,Reinforcement Learning,1199.52
4a.sql,Reinforcement Learning,131.362
4b.sql,Reinforcement Learning,78.452
4c.sql,Reinforcement Learning,174.541
5a.sql,Reinforcement Learning,122.94
5b.sql,Reinforcement Learning,97.745
5c.sql,Reinforcement Learning,1250.4
6a.sql,Reinforcement Learning,282.041
6b.sql,Reinforcement Learning,287.02
6c.sql,Reinforcement Learning,248.383
6d.sql,Reinforcement Learning,406.347
6e.sql,Reinforcement Learning,332.47
6f.sql,Reinforcement Learning,1316.44
7a.sql,Reinforcement Learning,352.807
7b.sql,Reinforcement Learning,283.7
7c.sql,Reinforcement Learning,1046.41
8a.sql,Reinforcement Learning,557.798
8b.sql,Reinforcement Learning,464.789
8c.sql,Reinforcement Learning,3278.93
8d.sql,Reinforcement Learning,788.307
9a.sql,Reinforcement Learning,842.318
9b.sql,Reinforcement Learning,695.128
9d.sql,Reinforcement Learning,1123.7
6f.sql,Reinforcement Learning,1317.95
22b.sql,Reinforcement Learning,897.938
6d.sql,Reinforcement Learning,422.555
17d.sql,Reinforcement Learning,532.997
13b.sql,Reinforcement Learning,235.384
17e.sql,Reinforcement Learning,1921.2
5a.sql,Reinforcement Learning,119.666
15d.sql,Reinforcement Learning,450.698
16a.sql,Reinforcement Learning,510.649
11c.sql,Reinforcement Learning,278.707
10a.sql,Reinforcement Learning,829.808
11a.sql,Reinforcement Learning,140.604
5c.sql,Reinforcement Learning,1254.55
8a.sql,Reinforcement Learning,567.011
12a.sql,Reinforcement Learning,545.969
14c.sql,Reinforcement Learning,1236.56
19a.sql,Reinforcement Learning,1198.2
16c.sql,Reinforcement Learning,778.471
4b.sql,Reinforcement Learning,78.807
3a.sql,Reinforcement Learning,901.359
1b.sql,Reinforcement Learning,88.097
18a.sql,Reinforcement Learning,890.249
15b.sql,Reinforcement Learning,450.662
26b.sql,Reinforcement Learning,654.368
19c.sql,Reinforcement Learning,1244.66
17f.sql,Reinforcement Learning,1007.76
6c.sql,Reinforcement Learning,250.924
32a.sql,Reinforcement Learning,259.18
11d.sql,Reinforcement Learning,294.255
19d.sql,Reinforcement Learning,2304.1
4c.sql,Reinforcement Learning,181.376
26a.sql,Reinforcement Learning,1005.97
10c.sql,Reinforcement Learning,933.702
5b.sql,Reinforcement Learning,98.435
9b.sql,Reinforcement Learning,696.177
10b.sql,Reinforcement Learning,805.583
6a.sql,Reinforcement Learning,287.268
30a.sql,Reinforcement Learning,1434.8
31a.sql,Reinforcement Learning,1466.36
8b.sql,Reinforcement Learning,465.948
2d.sql,Reinforcement Learning,278.748
15a.sql,Reinforcement Learning,581.661
15c.sql,Reinforcement Learning,621.503
2c.sql,Reinforcement Learning,204.907
21a.sql,Reinforcement Learning,970.112
17a.sql,Reinforcement Learning,880.956
13c.sql,Reinforcement Learning,178.956
31b.sql,Reinforcement Learning,1447.42
20c.sql,Reinforcement Learning,977.418
7b.sql,Reinforcement Learning,285.404
21c.sql,Reinforcement Learning,1029.76
7c.sql,Reinforcement Learning,1036.89
25b.sql,Reinforcement Learning,1177.03
9d.sql,Reinforcement Learning,1129.19
14a.sql,Reinforcement Learning,1198.97
25a.sql,Reinforcement Learning,1278.95
12c.sql,Reinforcement Learning,803.307
16d.sql,Reinforcement Learning,749.611
20a.sql,Reinforcement Learning,720.704
6e.sql,Reinforcement Learning,332.184
3c.sql,Reinforcement Learning,1197.12
8c.sql,Reinforcement Learning,3277.92
11b.sql,Reinforcement Learning,88.305
21b.sql,Reinforcement Learning,556.085
19b.sql,Reinforcement Learning,1034.83
24a.sql,Reinforcement Learning,1260.52
1a.sql,Reinforcement Learning,131.828
23a.sql,Reinforcement Learning,642.111
22a.sql,Reinforcement Learning,920.341
26c.sql,Reinforcement Learning,1008.85
27a.sql,Reinforcement Learning,681.163
17c.sql,Reinforcement Learning,482.526
30b.sql,Reinforcement Learning,1408.34
3b.sql,Reinforcement Learning,508.467
18b.sql,Reinforcement Learning,1279.68
1c.sql,Reinforcement Learning,87.643
31c.sql,Reinforcement Learning,2218.12
7a.sql,Reinforcement Learning,357.361
4a.sql,Reinforcement Learning,130.154
16b.sql,Reinforcement Learning,2606.73
18c.sql,Reinforcement Learning,2095.39
20b.sql,Reinforcement Learning,555.5
9a.sql,Reinforcement Learning,847.864
22c.sql,Reinforcement Learning,1354.56
22d.sql,Reinforcement Learning,1382.3
2b.sql,Reinforcement Learning,291.411
8d.sql,Reinforcement Learning,789.24
32b.sql,Reinforcement Learning,292.526
9c.sql,Reinforcement Learning,935.273
12b.sql,Reinforcement Learning,267.165
17b.sql,Reinforcement Learning,647.048
1d.sql,Reinforcement Learning,87.948
13a.sql,Reinforcement Learning,784.875
25c.sql,Reinforcement Learning,2149.87
6b.sql,Reinforcement Learning,281.907
